1	37.47669401	126.9155925
1	37.59176838	127.0866262
1	37.66973071	127.043841
1	37.59201207	127.0861982
1	37.58118833	127.079794
1	37.48590393	126.9686512
1	37.51242562	127.0429549
1	37.48405211	126.9725714
1	37.62361433	126.9169548
1	37.48390374	126.9724658
1	37.48281118	127.1312981
1	37.48319963	126.9742307
1	37.48316361	126.9741685
1	37.52238356	126.8656558
1	37.49814209	126.8930231
1	37.52237036	126.8901533
1	37.52206939	126.8900845
1	37.52217611	126.8899303
1	37.52219896	126.8898133
1	37.50676079	126.8925948
1	37.5209655	126.8527163
1	37.48336915	126.9743529
1	37.53078819	126.847199
1	37.58849915	126.9446931
1	37.51375949	126.9441028
1	37.51069472	127.0073503
1	37.54136392	126.9706257
1	37.54215205	126.9724958
1	37.55171275	126.9235032
1	37.54612886	127.170938
1	37.61176513	127.0352542
1	37.51138453	127.0617984
1	37.51986569	127.0566475
1	37.61759603	127.0904543
1	37.56564129	126.9014036
1	37.6187305	127.0880272
1	37.58790782	126.9198645
1	37.52315034	126.8472637
1	37.5592034	126.9141347
1	37.51876674	126.8699928
1	37.59007726	126.9173872
1	37.57624957	126.8171352
1	37.57604949	126.8171246
1	37.55707214	126.8631469
1	37.55932895	126.9140992
1	37.58993854	126.9173018
1	37.56733545	126.8506624
1	37.61122318	126.9170787
1	37.58992966	126.9172904
1	37.55814372	126.8447377
1	37.56305426	127.0024797
1	37.59579165	126.9149648
1	37.59231226	126.9140647
1	37.56304806	127.0024974
1	37.61278191	126.9140939
1	37.56308252	127.0027975
1	37.59216773	126.9063972
1	37.64632071	126.9251257
1	37.63031154	126.9190855
1	37.63024704	126.9194415
1	37.60868056	126.9313267
1	37.6086547	126.9312773
1	37.60899119	126.9314799
1	37.60890095	126.9311056
1	37.56309997	127.0028074
1	37.56021486	126.916511
1	37.56341127	127.0028141
1	37.52147023	127.0341617
1	37.48945764	127.0688444
1	37.50528451	127.0655955
1	37.47616964	127.0583754
1	37.48212956	127.0615609
1	37.48294795	127.052568
1	37.48577304	127.0977522
1	37.52345809	127.0212864
1	37.51737234	127.0414024
1	37.51567363	127.0351903
1	37.50098211	127.0678334
1	37.54297537	126.9487506
1	37.50825818	127.0118029
1	37.50829301	127.0114633
1	37.46601257	127.043546
1	37.572227	126.9599472
1	37.55647646	126.9003926
1	37.59331986	126.9130394
1	37.59380806	126.9181705
1	37.5937347	126.9179409
1	37.52679782	126.9328063
1	37.52593407	126.8968181
1	37.4853744	126.8859539
1	37.49066055	126.8841323
1	37.4840157	126.8904502
1	37.58838596	127.034623
1	37.52115988	126.8896924
1	37.4888852	127.0738654
1	37.4888852	127.0738654
1	37.49448886	127.0467662
1	37.51178615	127.0927237
1	37.51038587	127.0933905
1	37.51015216	127.0965376
1	37.50993759	127.096649
1	37.5098432	127.0973482
1	37.50982055	127.0977191
1	37.50474793	127.0862807
1	37.51017104	127.093281
1	37.51017104	127.093281
1	37.52687877	126.9323829
1	37.51175167	127.0924617
1	37.51175167	127.0924617
1	37.50002671	127.0968757
1	37.50456537	127.0877477
1	37.49995534	127.0966947
1	37.5043628	127.0875451
1	37.50443069	127.0972114
1	37.4898349	127.1093142
1	37.51722851	126.9282687
1	37.510284	127.0928224
1	37.55302722	126.8505242
1	37.5067102	127.0969863
1	37.5066902	127.0957908
1	37.50689181	127.0957387
1	37.5025887	127.0966517
1	37.50260784	127.0967172
1	37.49137155	127.0880587
1	37.49257398	127.0764542
1	37.50262175	127.0972395
1	37.5086961	127.0789358
1	37.49841889	127.0965478
1	37.49815483	127.0590503
1	37.49852012	127.0967594
1	37.50220787	127.0968184
1	37.50382735	127.0611147
1	37.50243318	127.0951523
1	37.50243318	127.0951523
1	37.50513662	127.0775743
1	37.50269455	127.0950578
1	37.50717882	127.0566217
1	37.50717882	127.0566217
1	37.50717882	127.0566217
1	37.48466531	127.0582633
1	37.50531442	126.9054753
1	37.54234693	126.9513252
1	37.5731644	126.8165131
1	37.57597683	126.8198753
1	37.57606135	126.8199076
