1	0	37.47669401	126.9155925
1	1	37.59176838	127.0866262
1	2	37.66973071	127.043841
1	3	37.59201207	127.0861982
1	4	37.58118833	127.079794
1	5	37.48590393	126.9686512
1	6	37.51242562	127.0429549
1	7	37.48405211	126.9725714
1	8	37.62361433	126.9169548
1	9	37.48390374	126.9724658
1	10	37.48281118	127.1312981
1	11	37.48319963	126.9742307
1	12	37.48316361	126.9741685
1	13	37.52238356	126.8656558
1	14	37.49814209	126.8930231
1	15	37.52237036	126.8901533
1	16	37.52206939	126.8900845
1	17	37.52217611	126.8899303
1	18	37.52219896	126.8898133
1	19	37.50676079	126.8925948
1	20	37.5209655	126.8527163
1	21	37.48336915	126.9743529
1	22	37.53078819	126.847199
1	23	37.58849915	126.9446931
1	24	37.51375949	126.9441028
1	25	37.51069472	127.0073503
1	26	37.54136392	126.9706257
1	27	37.54215205	126.9724958
1	28	37.55171275	126.9235032
1	29	37.54612886	127.170938
1	30	37.61176513	127.0352542
1	31	37.51138453	127.0617984
1	32	37.51986569	127.0566475
1	33	37.61759603	127.0904543
1	34	37.56564129	126.9014036
1	35	37.6187305	127.0880272
1	36	37.58790782	126.9198645
1	37	37.52315034	126.8472637
1	38	37.5592034	126.9141347
1	39	37.51876674	126.8699928
1	40	37.59007726	126.9173872
1	41	37.57624957	126.8171352
1	42	37.57604949	126.8171246
1	43	37.55707214	126.8631469
1	44	37.55932895	126.9140992
1	45	37.58993854	126.9173018
1	46	37.56733545	126.8506624
1	47	37.61122318	126.9170787
1	48	37.58992966	126.9172904
1	49	37.55814372	126.8447377
1	50	37.56305426	127.0024797
1	51	37.59579165	126.9149648
1	52	37.59231226	126.9140647
1	53	37.56304806	127.0024974
1	54	37.61278191	126.9140939
1	55	37.56308252	127.0027975
1	56	37.59216773	126.9063972
1	57	37.64632071	126.9251257
1	58	37.63031154	126.9190855
1	59	37.63024704	126.9194415
1	60	37.60868056	126.9313267
1	61	37.6086547	126.9312773
1	62	37.60899119	126.9314799
1	63	37.60890095	126.9311056
1	64	37.56309997	127.0028074
1	65	37.56021486	126.916511
1	66	37.56341127	127.0028141
1	67	37.52147023	127.0341617
1	68	37.48945764	127.0688444
1	69	37.50528451	127.0655955
1	70	37.47616964	127.0583754
1	71	37.48212956	127.0615609
1	72	37.48294795	127.052568
1	73	37.48577304	127.0977522
1	74	37.52345809	127.0212864
1	75	37.51737234	127.0414024
1	76	37.51567363	127.0351903
1	77	37.50098211	127.0678334
1	78	37.54297537	126.9487506
1	79	37.50825818	127.0118029
1	80	37.50829301	127.0114633
1	81	37.46601257	127.043546
1	82	37.572227	126.9599472
1	83	37.55647646	126.9003926
1	84	37.59331986	126.9130394
1	85	37.59380806	126.9181705
